portfolio_id,hub_mac,call_date,label,confidence,other_label,other_confidence,outcome_ts,outcome_fulfiled_flag,selected_outcome,selected_outcome_cleaned,outcome_cost,sc_call_next_7d_flag,sc_call_days_next_7d,sc_interactions_next_7d,avg_mins_per_sc_interaction_next_7d,bb_churn_next_30d,bb_churn_next_60d,bb_tenure_months,all_interactions_prev_30d,service_interactions_prev_30d,sales_interactions_prev_30d
17239892717627789907101,b4ba9d278c28,2025-09-03,Wi-Fi Status,10.0,,,2025-09-03 19:43:50.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,11.0,1,1,0
16950592612032415115770,04819bb9f640,2025-08-31,Wi-Fi Status,10.0,,,2025-08-31 10:20:52.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,23.0,1,1,0
13234418678728399799072,5070439f9790,2025-09-21,Wi-Fi Status,10.0,,,2025-09-21 12:26:58.000000 UTC,1,LOG_UNAPPOINTED_LL1,LOG_UNAPPOINTED,100,0,0,0,,0,0,72.0,1,1,0
15199963670136957361005,507043abf088,2025-09-01,Wi-Fi Status,10.0,,,2025-09-01 15:14:54.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,2,3,459,0,0,41.0,1,1,0
14316946702458117525877,507043368ab8,2025-08-05,Wi-Fi Status,10.0,,,2025-08-05 08:55:11.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,123.0,1,1,0
CX687418S,80751f7bee38,2025-08-01,Wi-Fi Status,9.0,,,2025-08-01 09:21:45.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,195.0,1,1,0
15762480873202708189491,04819baa9910,2025-10-28,Wi-Fi Status,10.0,,,2025-10-28 14:39:37.000000 UTC,1,LOG_UNAPPOINTED_LL1,LOG_UNAPPOINTED,100,1,1,1,284,0,0,56.0,1,1,0
15607860498308381316864,807215f3a910,2025-09-01,Wi-Fi Status,10.0,,,2025-09-01 10:27:17.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,73.0,1,1,0
16888377942578604949821,6ca0b4c90dc8,2025-08-05,Wi-Fi Status,9.0,,,2025-08-05 11:19:58.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,1,25.0,1,1,0
17057816134861781819566,b4ba9d4a4ae0,2025-09-09,Wi-Fi Status,10.0,,,2025-09-09 09:16:32.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,20.0,1,1,0
13238799930101769184077,507043484630,2025-09-22,Wi-Fi Status,10.0,,,2025-09-22 15:41:33.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,102.0,1,1,0
13978372387881452425952,04819b1b87a8,2025-10-28,Wi-Fi Status,9.0,,,2025-10-28 12:32:23.000000 UTC,1,LOG_UNAPPOINTED_LL1,LOG_UNAPPOINTED,100,0,0,0,,0,0,136.0,1,1,0
12326209632717741543850,6ca0b4855a68,2025-08-04,Wi-Fi Status,10.0,,,2025-08-04 18:25:52.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,137.0,1,1,0
17190560167086174651065,b4ba9d09b850,2025-08-04,Wi-Fi Status,9.0,,,2025-08-04 10:31:42.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,1.0,1,1,0
15083221482419374622327,80751f46f380,2025-08-28,Wi-Fi Status,10.0,,,2025-08-28 11:53:01.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,2,2,2964,0,0,92.0,9,9,0
13304431590603015148600,50704351dfa8,2025-09-10,Wi-Fi Status,9.0,,,2025-09-10 09:48:59.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,120.0,1,1,0
CX30778562S,9c31c3d9d2f8,2025-08-18,Wi-Fi Status,9.0,,,2025-08-18 08:38:55.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,53.0,1,1,1
16692345644497241837295,c0a36e83cc88,2025-08-23,Wi-Fi Status,10.0,,,2025-08-23 19:57:12.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,32.0,1,1,0
13055585278246892495789,6ca0b4d74f18,2025-09-10,Wi-Fi Status,10.0,,,2025-09-10 14:36:29.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,171.0,1,1,0
16850040298234186756660,3c457aef82f0,2025-09-18,Wi-Fi Status,10.0,,,2025-09-18 16:18:11.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,1,1,0,,0,0,2.0,4,4,0
17002307789606749192753,80751f1b61b0,2025-11-01,Wi-Fi Status,10.0,,,2025-11-01 18:20:35.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,23.0,1,1,0
15104137602239375538187,04819b7f83c0,2025-10-31,Wi-Fi Status,10.0,,,2025-10-31 17:31:58.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,95.0,2,2,0
15090178675349374622382,507043b38558,2025-10-30,Wi-Fi Status,10.0,,,2025-10-30 10:04:33.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,47.0,1,1,0
CX30651946S,80751fa876f8,2025-09-10,Wi-Fi Status,10.0,,,2025-09-10 15:03:35.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,155.0,2,1,0
14273719021637589195011,80721508ecf8,2025-08-23,Wi-Fi Status,9.0,,,2025-08-23 13:46:59.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,1,203,0,0,124.0,1,1,0
17491413267177642300587,3c9ec7971578,2025-08-01,Wi-Fi Status,10.0,,,2025-08-01 11:37:30.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,1,169,0,0,2.0,1,1,0
17568898581190219352087,5070437caa10,2025-09-22,Wi-Fi Status,9.0,,,2025-09-22 10:28:05.000000 UTC,1,LOG_UNAPPOINTED_LL1,LOG_UNAPPOINTED,100,0,0,0,,0,0,0.0,3,3,1
14072522153025317756100,04819b08f400,2025-09-25,Wi-Fi Status,10.0,,,2025-09-25 11:08:34.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,133.0,1,1,0
15288277076734115915619,507043388258,2025-09-08,Wi-Fi Status,9.0,,,2025-09-08 08:25:46.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,37.0,3,3,0
CX80469127S,c0a36e1c0f50,2025-09-10,Wi-Fi Status,10.0,,,2025-09-10 14:02:02.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,94.0,2,2,0
15819723590858238574443,3c8994df70e0,2025-10-30,Wi-Fi Status,10.0,,,2025-10-30 16:30:10.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,2,2,2906,0,0,68.0,1,1,0
17495737390891495878237,3c8994ee6660,2025-08-02,Wi-Fi Status,9.0,,,2025-08-02 09:54:47.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,2.0,1,1,0
17158627777129024632471,3c89945ef568,2025-09-04,Wi-Fi Status,10.0,,,2025-09-04 13:11:08.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,1,521,0,0,15.0,1,1,0
12170959728532254286881,00a388979a68,2025-10-31,Wi-Fi Status,10.0,,,2025-10-31 20:06:06.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,206.0,1,1,0
15679405218859900173227,3c8994f4e598,2025-08-26,Wi-Fi Status,10.0,,,2025-08-26 11:42:37.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,7.0,3,2,1
CX10147854S,3c899442f188,2025-08-01,Wi-Fi Status,9.0,,,2025-08-01 13:53:04.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,68.0,2,2,0
15211269791792779842591,807215178080,2025-10-27,Wi-Fi Status,10.0,,,2025-10-27 17:47:54.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,1,601,0,0,17.0,1,1,0
15822097223250071378547,8072159a4560,2025-09-24,Wi-Fi Status,10.0,,,2025-09-24 16:50:33.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,15.0,3,3,0
15229311411591032020898,6ca0b49b1ff0,2025-09-15,Wi-Fi Status,9.0,,,2025-09-15 10:10:44.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,89.0,4,4,0
14743944658325530475890,c0a36e581aa8,2025-09-01,Wi-Fi Status,9.0,,,2025-09-01 09:41:50.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,46.0,2,1,1
16368107903019600761522,5070439a9840,2025-10-31,Wi-Fi Status,10.0,,,2025-10-31 17:50:21.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,47.0,1,1,0
15635519276382844801965,80751f1aae40,2025-10-22,Wi-Fi Status,10.0,,,2025-10-22 13:26:03.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,18.0,5,2,3
16904759910472704461809,04819b944010,2025-09-05,Wi-Fi Status,9.0,,,2025-09-05 08:50:23.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,25.0,1,1,0
14955344508951169629668,3c9ec7acf210,2025-09-12,Wi-Fi Status,9.0,,,2025-09-12 12:37:11.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,1,370,0,0,75.0,1,1,0
13082406699120853298313,507043669c58,2025-10-19,Wi-Fi Status,9.0,,,2025-10-19 10:19:27.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,41.0,6,5,0
CX60870483S,04819bb58b28,2025-08-28,Wi-Fi Status,9.0,,,2025-08-28 15:03:02.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,221.0,3,3,0
CX10287911S,6ca0b4c0c990,2025-09-18,Wi-Fi Status,10.0,,,2025-09-18 08:51:25.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,51.0,1,1,0
CX40123220S,6ca0b4ad9748,2025-08-29,Wi-Fi Status,10.0,,,2025-08-29 17:14:17.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,150.0,3,1,1
12918992918342842408421,80751f670e60,2025-08-02,Wi-Fi Status,10.0,,,2025-08-02 15:11:13.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,1,723,0,1,176.0,1,1,0
13275903070028611904663,04819bc57b88,2025-09-05,Wi-Fi Status,10.0,,,2025-09-05 16:30:37.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,1,3859,0,0,126.0,1,1,0
12264310847681329316069,b4ba9db36a58,2025-09-08,Wi-Fi Status,10.0,,,2025-09-08 09:26:50.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,160.0,1,1,0
17121552497987358170380,00a388e98b48,2025-10-23,Wi-Fi Status,9.0,,,2025-10-23 11:04:32.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,18.0,1,1,0
15157577879794994326427,507043a76ef0,2025-08-26,Wi-Fi Status,10.0,,,2025-08-26 16:23:45.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,90.0,1,1,0
14709233760922008921778,3c89946d4fa8,2025-08-24,Wi-Fi Status,10.0,,,2025-08-24 18:59:38.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,1,3022,0,0,107.0,1,1,0
17241744155029153863355,3c9ec722c5a8,2025-11-03,Wi-Fi Status,10.0,,,2025-11-03 14:37:13.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,1,1,0,,0,0,13.0,5,5,0
16379526579779445353812,c0a36e36ae18,2025-09-24,Wi-Fi Status,10.0,,,2025-09-24 15:40:19.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,45.0,1,1,0
CX1386758S,00a388414a48,2025-10-22,Wi-Fi Status,10.0,,,2025-10-22 13:07:44.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,222.0,1,1,0
12796262700773074386815,04819b0561a8,2025-08-06,Wi-Fi Status,9.0,,,2025-08-06 11:52:24.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,34.0,2,2,0
14401644814395520790421,5070433cb980,2025-09-03,Wi-Fi Status,9.0,,,2025-09-03 14:20:47.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,1,1,1,770,0,0,119.0,1,1,0
CX91116575S,c4602612ac20,2025-09-24,Wi-Fi Status,10.0,,,2025-09-24 09:47:43.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,216.0,1,1,0
11915841676308565030543,80751f7cefa8,2025-10-21,Wi-Fi Status,10.0,,,2025-10-21 17:13:35.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,71.0,1,1,0
16020877783810871960028,3c457aa5b598,2025-11-01,Wi-Fi Status,10.0,,,2025-11-01 11:11:51.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,59.0,1,1,0
15931649980679604484917,04819b3312d8,2025-10-27,Wi-Fi Status,10.0,,,2025-10-27 11:59:36.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,57.0,1,1,0
13285284773719831046859,6ca0b4742608,2025-08-04,Wi-Fi Status,10.0,,,2025-08-04 13:25:26.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,53.0,1,1,0
14736772908215530542378,9c31c3f97620,2025-09-06,Wi-Fi Status,10.0,,,2025-09-06 15:44:56.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,13.0,1,1,0
11966001040053591386591,04819b1f01a0,2025-09-15,Wi-Fi Status,10.0,,,2025-09-15 16:24:36.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,62.0,1,1,0
CX50720830S,3c457a99e3a0,2025-08-25,Wi-Fi Status,10.0,,,2025-08-25 19:41:46.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,1,2,3,357,0,0,172.0,1,1,0
12792212030632507226868,507043c2fe30,2025-09-23,Wi-Fi Status,10.0,,,2025-09-23 11:04:10.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,177.0,1,1,0
16610941735709436322798,507043affe70,2025-08-22,Wi-Fi Status,10.0,,,2025-08-22 10:59:46.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,35.0,1,1,0
16918575525524977534554,04819b2486a0,2025-08-29,Wi-Fi Status,10.0,,,2025-08-29 09:20:50.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,3,3,844,0,0,24.0,2,1,1
CX50373188S,8072158e0228,2025-09-09,Wi-Fi Status,9.0,,,2025-09-09 11:02:09.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,142.0,1,1,0
16393398150010757104326,04819b232758,2025-08-21,Wi-Fi Status,10.0,,,2025-08-21 11:05:20.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,44.0,1,1,0
16630018239975270021574,c0a36e3d5fd8,2025-08-02,Wi-Fi Status,10.0,,,2025-08-02 10:56:30.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,35.0,1,1,0
CX2375435S,c0a36e4706b8,2025-10-23,Wi-Fi Status,9.0,,,2025-10-23 14:38:43.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,23.0,1,1,0
12923214943773329084696,80751fa85028,2025-09-19,Wi-Fi Status,10.0,,,2025-09-19 17:09:07.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,2,2,741,0,1,52.0,2,1,1
17071291233382074076631,3c457ad8eac0,2025-09-05,Wi-Fi Status,10.0,,,2025-09-05 10:51:01.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,1,1182,0,0,19.0,1,1,0
15381459523034044770503,6ca0b4de2640,2025-08-31,Wi-Fi Status,10.0,,,2025-08-31 16:54:28.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,82.0,1,1,0
16612655063860879950481,80751f0447f0,2025-09-10,Wi-Fi Status,10.0,,,2025-09-10 18:19:20.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,36.0,2,1,0
16419981197839254956349,6ca0b4bcfbf8,2025-10-23,Wi-Fi Status,10.0,,,2025-10-23 11:09:54.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,43.0,1,1,1
17007402313231637663750,b4ba9d4aee30,2025-09-12,Wi-Fi Status,9.0,,,2025-09-12 11:05:34.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,,1,1,0
CX1112665S,00a388d41f00,2025-10-21,Wi-Fi Status,10.0,,,2025-10-21 17:10:56.000000 UTC,1,LOG_UNAPPOINTED_LL1,LOG_UNAPPOINTED,100,1,1,1,2643,0,0,170.0,1,1,0
CX70189897S,807215577f98,2025-09-26,Wi-Fi Status,9.0,,,2025-09-26 09:14:05.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,61.0,2,1,1
17335086574489031074846,5070434ca9c8,2025-09-10,Wi-Fi Status,9.0,,,2025-09-10 16:33:36.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,2,2,753,0,0,7.0,1,1,0
17322839180888893810038,3c9ec7633268,2025-10-21,Wi-Fi Status,10.0,,,2025-10-21 17:30:00.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,10.0,1,1,0
14799009465095164477133,6ca0b4bddbc0,2025-08-25,Wi-Fi Status,9.0,,,2025-08-25 11:25:58.000000 UTC,1,LOG_UNAPPOINTED_LL1,LOG_UNAPPOINTED,100,0,0,0,,1,1,0.0,6,3,3
CX50177839S,80751f4e50e8,2025-09-21,Wi-Fi Status,9.0,,,2025-09-21 10:13:23.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,111.0,2,1,1
17570609439852016304328,507043601e40,2025-10-22,Wi-Fi Status,9.0,,,2025-10-22 09:52:38.000000 UTC,1,LOG_UNAPPOINTED_LL1,LOG_UNAPPOINTED,100,0,0,0,,0,1,1.0,3,3,0
16563457232238403907982,5070435f20c0,2025-09-24,Wi-Fi Status,10.0,,,2025-09-24 08:56:03.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,2,1033,0,1,38.0,1,1,0
15249125890228070987171,3c89946ed338,2025-09-12,Wi-Fi Status,10.0,,,2025-09-12 09:41:32.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,88.0,2,2,0
CX40090442S,6ca0b4a14ea0,2025-08-01,Wi-Fi Status,10.0,,,2025-08-01 10:07:45.000000 UTC,1,LOG_UNAPPOINTED_LL1,LOG_UNAPPOINTED,100,0,0,0,,0,0,78.0,2,1,1
17276875042140156180823,00a388209c68,2025-08-27,Wi-Fi Status,10.0,,,2025-08-27 18:05:18.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,1,320,0,0,10.0,1,1,0
11321719536490403945995,c0a36e42bb38,2025-09-13,Wi-Fi Status,10.0,,,2025-09-13 16:52:10.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,187.0,1,1,0
11635091598174552303460,507043817498,2025-09-05,Wi-Fi Status,9.0,,,2025-09-05 18:50:01.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,84.0,2,1,1
CX20732945S,507043fcf2f8,2025-09-16,Wi-Fi Status,10.0,,,2025-09-16 10:34:05.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,48.0,1,1,0
15361488468164279823795,c0a36e5ca840,2025-09-15,Wi-Fi Status,10.0,,,2025-09-15 12:08:24.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,2,2,401,0,1,42.0,1,1,0
16788838659272390137480,5070433de838,2025-10-24,Wi-Fi Status,10.0,,,2025-10-24 11:32:18.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,2,2,266,0,0,30.0,1,1,0
14994535950939509491881,3c8994744a40,2025-08-29,Wi-Fi Status,10.0,,,2025-08-29 17:32:18.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,69.0,1,1,0
14538138005255397791940,3c9ec7acc6d8,2025-09-12,Wi-Fi Status,10.0,,,2025-09-12 13:45:43.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,115.0,1,1,0
16439057267143597014772,b4ba9d179718,2025-08-04,Wi-Fi Status,10.0,,,2025-08-04 16:03:36.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,0,,0,0,17.0,3,1,2
17392028735773730993903,e87640fb98c0,2025-09-04,Wi-Fi Status,10.0,,,2025-09-04 14:56:09.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,7.0,1,1,0
16065845194609724996814,c0a36e01f8a8,2025-09-08,Wi-Fi Status,10.0,,,2025-09-08 14:57:46.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,23.0,1,1,0
15928347438646612900972,3c457abc8d28,2025-10-27,Wi-Fi Status,10.0,,,2025-10-27 17:02:58.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,63.0,3,1,0
11486526618343897906503,b4ba9d27e340,2025-09-11,Wi-Fi Status,9.0,,,2025-09-11 08:34:22.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,110.0,3,1,2
15118874569719374622331,80751f6f16f8,2025-09-02,Wi-Fi Status,9.0,,,2025-09-02 19:22:12.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,1,1,1,1575,0,0,,2,2,0
15730552010364531894111,c46026221bb0,2025-09-03,Wi-Fi Status,10.0,,,2025-09-03 18:18:35.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,68.0,2,2,1
15097193063859375538184,04819b216810,2025-08-05,Wi-Fi Status,9.0,,,2025-08-05 08:38:57.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,65.0,1,1,0
15474790967479928345684,3c8994ad0560,2025-11-03,Wi-Fi Status,9.0,,,2025-11-03 08:05:29.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,0.0,11,11,10
CX3560183S,6ca0b47e87c0,2025-09-18,Wi-Fi Status,8.0,,,2025-09-18 14:17:09.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,196.0,4,4,0
16454886722097585287528,6ca0b4bf8770,2025-09-22,Wi-Fi Status,10.0,,,2025-09-22 20:00:37.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,1,1,42.0,2,2,2
13847827858841974155027,3c457a079a88,2025-08-27,Wi-Fi Status,9.0,,,2025-08-27 11:59:11.000000 UTC,1,LOG_UNAPPOINTED_FTTP1,LOG_UNAPPOINTED,100,0,0,0,,0,0,140.0,3,1,0
13147744154192458903424,80751ffe8558,2025-10-28,Wi-Fi Status,9.0,,,2025-10-28 19:37:08.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,30.0,4,3,1
14931315448452256062851,6ca0b467e300,2025-09-05,Wi-Fi Status,9.0,,,2025-09-05 08:19:09.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,100.0,1,1,0
16834750704890578282391,c0a36e516b10,2025-09-08,Wi-Fi Status,9.0,,,2025-09-08 15:01:25.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,28.0,1,1,0
13761462462940845818138,04819b13d970,2025-08-05,Wi-Fi Status,10.0,,,2025-08-05 14:22:18.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,144.0,1,1,0
17231200866260358014408,c4602610b348,2025-08-04,Wi-Fi Status,10.0,,,2025-08-04 11:07:52.000000 UTC,1,LOG_UNAPPOINTED_FTTC1,LOG_UNAPPOINTED,100,0,0,0,,0,0,12.0,1,1,0
