call_date,label,long_reason,evidence,confidence,other_label,other_confidence,outcome_ts,outcome_fulfiled_flag,selected_outcome,selected_outcome_cleaned,outcome_cost,sc_call_next_7d_flag,sc_call_days_next_7d,sc_interactions_next_7d,avg_mins_per_sc_interaction_next_7d,bb_churn_next_30d,bb_churn_next_60d,bb_tenure_months,all_interactions_prev_30d,service_interactions_prev_30d,sales_interactions_prev_30d
2025-08-31,Poor Coverage,"The customer is experiencing issues with their internet connection in their son's bedroom, even after trying a Wi-Fi booster. This indicates a problem with Wi-Fi coverage in specific areas of their home, not a general outage or slowness.",NO I'M CALLING ABOUT MY BROADBAND WE'RE HAVING ISSUES WHERE MY <PERSON> HAS HAD A PC AND HIS BEDROOM AND LIKE IT'S THE INTERNET'S LIKE IN FOR HIM I'VE TRIED A WIFI BOOSTER AND THAT DOESN'T SEEM TO HAVE HELPED,9.0,,,2025-08-31 17:12:10.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,44.0,1,1,0
2025-10-25,Poor Coverage,"The customer reports that their internet signal is very poor in certain areas of the house, specifically the kitchen, even though the router is located there. This indicates that the Wi-Fi signal is not reaching all parts of their home effectively.",Customer: IF I ON MY PHONE IN THE KITCHEN WHERE THE ROUTER IT AND THE OPEN TO GET ON THE PHONE HE CAN'T GO ON. Agent: SO BASICALLY YOU WERE TO <PERSON> THAT THEY CANNOT SIGNAL IS WEAK IN SOME PLACES OF YOUR HOME RIGHT. Customer: YEAH MOSTLY WE CAN'T SEEM TO GET THAT.,10.0,,,2025-10-25 15:11:14.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,105.0,1,1,0
2025-09-07,Poor Coverage,"The customer reports that the booster in one room is not working, indicated by the light not coming on, and while broadband is working in the front room, the booster problem affects another room.",THE ISSUES BROADBAND MY ROUTER YOU KNOW HALF BOOSTER THAT WORK IN THE ROOM THAT BOOSTER LIGHT IS NOT COMING ON... IT'S GOING TO BE THE BROADBAND IS WORKING IN THE FRONT ROOM WHERE THE BOOSTER BOOSTER PROBLEM NOW WHICH IS NOT LOADED TO WORK WAS,8.0,,,2025-09-07 16:10:27.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,83.0,4,4,0
2025-10-26,Poor Coverage,"The customer is experiencing significantly reduced internet speeds and an intermittent connection in certain areas of their home, particularly in rooms further from the router, despite having a high-speed fibre connection.","Customer: 'I'm just done a WiFi connection with my PS5, which is one room away from the router which is the solid wall with the radiator as well and that's dropping down to 6.3 download the 2.2 up.' Customer: 'Okay, so that's given you so the only other test I need to do my work laptop which is in the conservatory which is the other end of the building... I was getting an intermittent connection'",9.0,,,2025-10-26 09:56:53.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,7.0,3,3,0
2025-09-02,Poor Coverage,"The customer reports that the Wi-Fi signal is strong near the hub but becomes very weak or nonexistent in other parts of their house, particularly upstairs and in their office. They mention having to use boosters previously with another provider and that even Sky-recommended boosters made the signal worse.",Customer: HIYA WE STARTED WITH SKY YESTERDAY AND THE SPEED NEXT TO THE HUB IS THAT RIGHT NEXT TO THE HUB IS FINE MOVE ANYWHERE IN THE HOUSE WHO'S ON INTERNET SIGNAL OR IT'S REALLY SLOW ... Customer: I'M IN MY <PERSON> WHO'S IN THE ROOM ABOVE THE ROUTER THAT ABOUT <NUMBER> METRES ACROSS HAS THE WORST SIGNAL IN THE HOUSE CANNOT REALLY GET ON THE INTERNET AT ALL ... Customer: NOW WE'VE GOT THE SAME ISSUE WITH ANY OF THE ROOMS UPSTAIRS HAVE SORRY LIMITED AND THE OFFICE IS ABOUT <NUMBER> METERS AWAY FROM THE ROUTER IN IT INTERNET AND ESPECIALLY EVERYBODY'S IN,10.0,,,2025-09-02 16:39:25.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,0,,0,0,,1,1,0
2025-09-22,Poor Coverage,"The customer states that the Wi-Fi signal does not reach the floor beneath their hub, indicating poor coverage in certain areas of the home. They also mention that boosters set up downstairs still do not connect.",Customer: AND IT'S IT JUST DROPPED OVERTIME AND AND DROPPED SO MUCH TO THE POINT NOW WHERE THE FLOOR BENEATH AS DON'T ACTUALLY GET ANY WIFI... I'VE SET UP BOOSTERS DOWNSTAIRS AS WELL AND IT STILL WON'T WON'T CONNECT,9.0,,,2025-09-22 12:33:45.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,24.0,1,1,0
2025-10-27,Poor Coverage,"The customer reports that they are unable to load work applications, which suggests that the Wi-Fi signal is insufficient for their work-from-home needs, causing issues with specific applications rather than a complete outage or general slowness across all activities.",Customer: PRINT I WORK FROM HOME AND WHEN I'M TRYING TO LOAD UP ON MY WORK <PERSON> IT JUST SAYS THIS <PERSON> CAN'T BE Agent: OKAY Customer: CAN'T BE LOADED UP RIGHT NOW WHEN IT'S LIKE A WIFI ISSUE COS I'VE RUNG MY WORK AND THEY SAID EVERYTHING'S FINE,7.0,,,2025-10-27 09:06:53.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,165.0,1,1,0
2025-08-27,Poor Coverage,"The customer is reporting that their Wi-Fi booster is not connecting, indicating a problem with extending Wi-Fi coverage to certain areas of their home despite having received multiple boosters.",Customer: I HAD A NEW BOOSTER DELIVERED TODAY AND IT'S STILL NOT WORKING SO THEY SAID TO CALL BACK IF IT WASN'T WORKING TO GET A WIFI ENGINEER OUT ... Agent: SO BASICALLY SENT YOU ANOTHER BOOSTER AND IT'S NOT DONE ANY ... Customer: OH ... Agent: ANYTHING RIGHT ... Customer: YEAH IT JUST WON'T CONNECT ... Agent: IT WON'T CONNECT RIGHT OK SO IT'S A BROADBAND TECHNICAL DEPARTMENT ... Agent: THE LATEST BOOSTER ... THAT YOU'VE RECEIVED IS NOT WORKING IS NOT ... Customer: YEAH ... Agent: WORKING WELL IT'S NOT CONNECTING IS THAT CORRECT ... Customer: NOT CONNECTED YET,9.0,,,2025-08-27 16:09:41.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,2466,0,0,0.0,3,3,1
2025-10-24,Poor Coverage,"The customer is experiencing issues accessing specific applications (Teams, banking app, Facebook, Twitter) when connected to Wi-Fi, while other devices and applications function normally. The problem is resolved when switching off Wi-Fi and using mobile data for the affected apps. This indicates a problem with the Wi-Fi signal or connection specifically affecting certain applications or the way those applications interact with the Wi-Fi, rather than a complete Wi-Fi outage or general slowness.","Customer: 'IS A WIFI WORKING FOR EVERYTHING <PERSON> JUST NOT TEAM', 'NO MY SHE COULDN'T GET ON YESTERDAY BECAUSE WHAT'S HAPPENED WE USING DATA USING THE DATA TO MAKE IT A TONE BUT IT'S A WORK PHONE AND THAT DOESN'T COME WITH DATA YOU SEE', 'ON THE SAME GENERALLY EVERYTHING <PERSON> SEEMS TO WORK BUT IT'S SOMETIMES ON MY BANKING APP IT'LL COME UP SIGN WE'RE BUSY BUT THE MINUTE I TAKE OFF THE WIFI THEN IT KICKS IN THAT IN INTERMITTENT BUT DEFINITELY <NUMBER> PERCENT ALL THE TIME THE TIME YOU CAN'T GET ONTO FACEBOOK OR TWITTER LINKS'",9.0,,,2025-10-24 10:46:15.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,12109,0,1,57.0,4,4,1
2025-09-21,Poor Coverage,"The customer is experiencing issues with their Wi-Fi signal in their bedroom, indicating poor coverage in certain areas of the home.",Customer: IT'S NOT RUNNING AS IT USED TO DO IT IF I GO IN THE BEDROOM I'M STRUGGLING TO ME,8.0,,,2025-09-21 14:31:39.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,125.0,1,1,0
2025-08-29,Poor Coverage,"The customer reports inconsistent Wi-Fi speeds, particularly in specific areas of the house (upstairs and back of the house). They mention that the Wi-Fi booster does not seem to be effectively extending coverage, resulting in devices logging off Wi-Fi or being off the internet completely in certain rooms. They also specifically mentions issues with their Sky Mini boxes in other rooms.",Customer: ,,,,2025-08-29 09:36:59.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,0,,1,1,3.0,2,2,0
2025-09-17,Poor Coverage,"The customer reports that their internet is not working properly on their phone, only getting 1 bar, while other devices are working fine. This suggests a problem with Wi-Fi signal in certain areas or for specific devices.","NOT TOO WELL ACTUALLY BECAUSE THE INTERNET IS NOT WORKING PROPERLY ON THE ROUTER I'VE GOT A GREEN AND <PERSON> GREEN AND <PERSON>
<PERSON>
<PASSWORD>
Agent: THIS IS AN OVER DEVICE IN YOUR HOUSE
Customer: YES ON THE PHONE I'M ONLY GETTING <NUMBER> BAR ALL THE OTHER DEVICES ARE WORKING <PERSON> PURE <SPELLING_TERM> BOX I'VE GOT A BLUE LIGHT AND A GREEN LIGHT ON THAT BUT WHEN I TRIED TO GO INTO INTERNET I CAN'T GET ANYTHING",9.0,,,2025-09-17 14:06:29.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,48.0,1,1,0
2025-10-20,Poor Coverage,"The customer reports that since upgrading to full fibre broadband, the Wi-Fi signal is not reaching upstairs, leading to intermittent connection and devices not connecting in that area.","Customer: ""EVER SINCE I'VE GONE ON TO THAT THE SIGNAL'S NOT GOING UPSTAIRS"" and ""IS REALLY INTERMITTENT"" and ""HIS TELLY OR SOMETHING THE OTHER DAY WAS NOT CONNECTED"" and ""IT NEEDS A BOOST UPSTAIRS""",9.0,,,2025-10-20 16:32:50.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,30.0,1,1,0
2025-10-27,Poor Coverage,"The customer reports that their Wi-Fi signal is slow and weak, especially affecting their camera, and mentions that the signal keeps dropping. The agent suggests that the customer needs boosters due to coverage issues.","Customer: ""YEAH IT IS WORKING IT'S JUST SINCE I CHANGED OVER MY BROADBAND THE SIGNAL'S GONE VERY SLOW AND UM THE MAIN ISSUE IS MY CAMERA THAT I USED MY WIFI FOR THE WAS NOT PICKING UP MUCH OF THE NERVE IT KEEPS DROPPING"" Agent: ""I FEEL LIKE THE SPEED SPEEDWAY RECEIVING AS DOES ISSUE WITH THE SPEED I THINK THE ISSUE WITH THE COVERAGE YOU WOULD NEED BOOSTERS IN YOUR PROPERTY""",9.0,,,2025-10-27 17:51:44.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,2,2,759,0,0,37.0,2,1,0
2025-09-08,Poor Coverage,"The customer reports weak Wi-Fi signal in certain parts of their home, specifically stating they have no signal on their phone a short distance from the router and issues with iPads loading pages slowly anywhere in the house unless very close to the router.",I AM PROBABLY <NUMBER> AWAY FROM MY ROUTER AND IF I DON'T SEE ANY CLOSER I CAN'T REALLY GET ANY SIGNAL ON MY ON MY PHONE USING OBVIOUSLY WIFI SIMILAR THING WITH IPADS YOU'LL HAVE TO <PERSON> QUITE OFTEN FOR THE <PERSON> TO LOAD DOESN'T MATTER WHERE YOU ARE IN THE HOUSE,9.0,,,2025-09-08 15:09:25.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,0,,0,0,32.0,2,1,0
2025-09-04,Poor Coverage,"The customer reports that certain rooms in their house, specifically their conservatory, are not receiving a Wi-Fi signal. They are unable to use the internet in these areas.",I PHONED UP AGAIN ABOUT THE WIFI IN THE HOUSE CERTAIN ROOMS ARE STILL GET WIFI... TRYING TO SET UP AN OFFICE IN MY CONSERVATORY I CANNOT GET WIFI ON IT... THE WHOLE THE WHOLE HOUSE IS JUST NOT GETTING GOOD WIFI,10.0,,,2025-09-04 12:01:38.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,2,1,602,0,0,21.0,2,1,1
2025-08-27,Poor Coverage,"The customer reports that their Wi-Fi signal is weak or unavailable in certain rooms of their home, specifically in a room next door, indicating poor coverage.",Customer: AT THE MOMENT AND VERY SHOULD INTERNET SO EVEN IF I GO ON A <ORDINAL> ROOM I IT BACK Agent: OKAY Customer: I GO OUTSIDE IT DOESN'T WORK ... Customer: SO IF YOU JUST GET POSSIBLY ENGINEER THEY'LL LOOK INTO IT BECAUSE IF I GO TO THE NEW <NUMBER> WHICH IS NEXT DOOR I'M NOT GETTING ANY SIGNAL SO THAT'S MY MAIN CONCERN,9.0,,,2025-08-27 10:36:49.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,46.0,1,1,1
2025-09-05,Poor Coverage,"The customer is experiencing issues with their Wi-Fi signal in certain areas of their home and needs additional boosters. They also mention that an engineer will investigate ""blank spots.""",Customer: 'could you make sure we have at least <NUMBER> boosters because that's what we have at the moment' and Agent: 'they said that there <PERSON> be bringing together with the WIFI engineer to take a look exactly the blank spots everything is of course over there is no charges',9.0,,,2025-09-05 08:42:57.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,54.0,1,1,0
2025-08-01,Poor Coverage,"The customer is experiencing their TV freezing and going blank, which the agent attributes to Wi-Fi issues related to the router's placement in a cupboard. The customer initially thought it was a TV issue, but the agent clarifies it is a Wi-Fi issue due to the router's location.","Customer: ""IT ONLY GOT FIXED UP YESTERDAY AND I REALLY DON'T THINK IT'S BEEN INSTALLED PROPERLY"" ... ""WHEN I PUT ON MY TELEVISION THIS MORNING IT'S JUST FREEZING OR THE GAME NOW"". Agent: ""IS YOUR ROUTER YOUR SKY BROADBAND ROUTER IS IN THE SAME ROOM WITH THE"" Customer: ""NO MY ROUTER IS ON THE TELEVISION MY ROUTER IS IN THE <PERSON> IN THE IN THE CUPBOARD IN THE <PERSON> AND MY LITTLE BOX"". Agent: ""RIGHT INSUFFICIENT LIKE THAT WHY USUALLY HAPPENS FOR THAT SO FOR FREE OR DELAYED ACTION MUST TO DO WITH THE BROADBAND"" ... ""BROADBAND COME OUT OF THE BOARD CAN DO NOT LIKE AN OPEN SPACE IS STILL BEING IN A CUPBOARD"".",9.0,,,2025-08-01 15:19:02.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,2,0,,0,0,1.0,8,5,0
2025-08-17,Poor Coverage,"The customer is experiencing issues with their Wi-Fi connection on a TV upstairs, while the downstairs TV and mobile phone are connecting fine. This indicates a problem with Wi-Fi signal strength in certain areas of the home, specifically the upstairs TV.",Customer: ,9.0,,,2025-08-17 15:11:50.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,556,0,0,169.0,1,1,0
2025-09-10,Poor Coverage,"The customer reports that their Sky Stream puck in the bedroom is not working, even though their Sky Glass TV downstairs works, and their mobile phones have good Wi-Fi. The issue seems isolated to a specific device in a specific location within the home, indicating poor Wi-Fi coverage.","Customer: ""my Sky Glass works downstairs but the <PERSON> in the bedroom it's it's just stopped working"" ... Agent: ""BECAUSE WHEN I'VE RUN A TRICK RATE WHAT IT'S TELLING ME IS IT THE BROADBAND IN YOUR HOUSE IS FINE IS A WIFI ISSUE"" ... Customer: ""THE WIFI IS ALL FREE SKY ... THERE'S NO ISSUE WITH THE GLASS AND THE SKY GLASS TIMES THERE'S NO ISSUE WITH THE MOBILE PHONES Because that's why I'm on the WIFI I IT'S JUST LITERALLY THE TV""",9.0,,,2025-09-10 21:05:16.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,87.0,1,1,0
2025-09-08,Poor Coverage,"The customer reports that their Wi-Fi signal is unreliable and weak in certain areas of the house, specifically the ""sun room"" and the back garden, and affects multiple devices. They mention the signal ""flicks in and out of connection"" and drops out consistently in certain rooms.","Customer: ""YEAH LIKE EVEN SORT OF ME NOT REACHING I'M NOT ONLY IN THE OTHER ROOM REALLY WHERE IT IS <NUMBER>"" Customer: ""THEN SOMETIMES I'LL HAVE <NUMBER> BARS AND THEN SOMETIMES YOU KNOW REALLY INCONSISTENT"" Customer: ""OKAY FLICKS IN AND OUT OF CONNECTION RIGHT NOW I'VE GOT <NUMBER> BAR THE WIFI <NUMBER> SECONDS AGO WAS ON <NUMBER> <SPELLING_TERM>"" Customer: ""GOD DEFINITELY IN THE BACK OF THE HOUSE <ORDINAL> YOU INTO IT'S WE CALL IT A SUN ROOM"" Customer: ""IT DROPS OUT CONSISTENTLY LIKE YOU MIGHT YOU MIGHT BE ON <NUMBER> BAR YOU MIGHT BE ON <NUMBER> <SPELLING_TERM> MIGHT BE ONTO SOMETIMES SOMETIMES WORK PERFECTLY SOMETIMES LITERALLY JUST OFFER OR NOT WORK NOT REALLY""",9.0,,,2025-09-08 11:47:27.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,3.0,1,1,0
2025-09-02,Poor Coverage,"The customer complains that their internet does not work in half of the house, specifically mentioning certain rooms like the bedroom, front room, and sunroom, and states that the system is very poor. They have been trying to get a booster for a long time to resolve this problem.","Customer: 'BROADBAND IT'S NEVER WORK AND HALF THE HOUSE...'
Customer: 'BUT THE INTERNET WOULDN'T BE VERY GOOD BUT IT DOESN'T WORK AND HALF THE HOUSE'
Customer: '<NUMBER> OF THE DAY AFTER AND <NUMBER> OF THE BEDROOMS THE FRONT ROOM AND THE SUN ROOM AND THE <PERSON> DOESN'T WORK JUST IT'S NOT THERE THIS IS HOW THE FRONT ROOM BECAUSE THAT'S WHEN THE GREY HOW THAT PROBLEM BUT IT'S STILL NOT HELPING THE AFTER THAT'
Customer: 'THE SYSTEM IS VERY POOR'",9.0,,,2025-09-02 10:34:11.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,84.0,2,2,0
2025-11-01,Poor Coverage,"The customer reports that their internet is not connecting to their computer, which is in a different location than the newly installed router. They state that the router was moved to a window sill, which is now too far away from the computer to establish a connection.",Customer: WE'VE GOT CONNECTED THE AMOUNT DEFINITELY GOT CONNECTION FROM OUTSIDE THEY'VE GOT ALL THE LIGHTS ON IT'S JUST NOT CONNECTING INTERNET ONTO THE COMPUTER... Customer: YESTERDAY WHEN THE WHEN THE NEW FIBRE INSTALLED THE THE ROUTER IN A DIFFERENT PLACE AND IT WAS CONNECTED WITH THE SMS CABLE TO THE ROUTER BUT IT HAS TO BE MOVED TO THE WINDOW SALE WHICH IS AWAY FROM IT... Customer: YEAH THAT'S THE PROBLEM IT'S IT'S SO FAR AWAY NOW WE CAN'T USE AFTER THAT TIME,9.0,,,2025-11-01 14:11:37.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,0,,0,0,71.0,5,4,3
2025-11-03,Poor Coverage,The customer reports that their Wi-Fi signal is not reaching one side of their house and is not connecting to their phone in the bedroom. They believe a booster is needed to improve coverage.,SOMEBODY NOT GONE BUT THE PREVIOUS FRIDAY WAS MEANT TO CALL ME BACK AT <NUMBER> PM TO TEST MY BROADBAND SO BASICALLY HAD FIBRE INSTALLED BACK IN SEPTEMBER I'M NOT <NUMBER> OF THE <NUMBER> SIDE OF MY HOUSE IT'S NOT CONNECTING TO THE WIFI SIGNAL,9.0,,,2025-11-03 14:17:24.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,3393,0,0,180.0,3,3,0
2025-09-22,Poor Coverage,"The customer complains that an engineer installed the router in an inconvenient location, which is causing poor Wi-Fi signal in certain parts of the house. They mention that their house alarm and other devices are not working due to the Wi-Fi being placed in the wrong area.","Engineer came and installed the router for me but he said that because he has to put a wire behind the bookshelves in the library, and he said I can't move them, somebody has to move them so he put them in a place that doesn't work. My house is not working and you can't take a telephone various other nothing worked there. I have <NUMBER> things in my house. My house alarm connected up for this as well.",9.0,,,2025-09-22 14:25:54.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,1.0,2,2,0
2025-09-15,Poor Coverage,"The customer reports having no Wi-Fi in specific areas of the house, such as the back of the house, kitchen, upstairs bedroom, and garden, despite upgrading their fibre broadband.",Customer: HI I HAVE A BIT OF AN ISSUE WITH WE UPGRADED OUR FIBRE BROADBAND AND EVER SINCE THEN WE'VE GOT NO WIFI ONLY IN THE FRONT ONLY IN THE FRONT OF OUR HOUSE... Customer: YEAH EVERY DAY WE'VE GOT NO WIFI IN THE BACK OF THE HOUSE... Customer: YEAH YEAH SO IF WE GO TO THE KITCHEN OR UPSTAIRS MY DAUGHTER'S BEDROOM OR IN THE GARDEN YOU GOT NOTHING,10.0,,,2025-09-15 16:09:16.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,43.0,1,1,0
2025-08-26,Poor Coverage,"The customer reports that specific devices such as their Ring doorbell and alarm system are not connecting to the Wi-Fi, especially after moving the internet box. This suggests a problem with Wi-Fi signal strength in certain areas or for particular devices, rather than a complete outage or general slowness.","Customer: ""CERTAIN DEVICES ARE NOT WORKING AND AND I'M NOT SURE IF IT'S LOCATED BUT LIKE FOR INSTANCE THE MY RING DOORBELL WAS NOT WORKING MY ALARM IS NOT WORKING"" and ""IT'S NOT IT'S NOT CONNECTING TO THE TO THE WIFI"" and ""THE ROUTER IS ACTUALLY CLOSER TO THE DOORBELL NOW WHEN IT WAS BEFORE BUT I'M NOT SURE SO WHAT I'M TRYING TO <PERSON> THAT YOU KNOW THE ESPECIALLY WHEN THERE'S NO REASON MAXIMUM CONNECT""",9.0,,,2025-08-26 20:11:36.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,2651,0,0,215.0,1,1,0
2025-11-02,Poor Coverage,"The customer reports that their Wi-Fi signal is weak or unavailable upstairs, affecting their ability to work from home, and also causes their Sky TV to pixelate and freeze when close to the router, suggesting inconsistent signal strength.","Customer: ""BUT WHEN WE GO UPSTAIRS I WORK FROM HOME AND WE DON'T WE DON'T GET THE WIFI SIGNAL UPSTAIRS"" and ""OUR BROADBAND WOULD BE FINE YEAH WHAT WOULD HAPPEN IS WE'VE GOT OUR ROUTER <NUMBER> METERS AWAY FROM THE TV WE BOUGHT ULTRA HD TV AND IT JUST KEEPS ON FREEZING AND PIXELATING""",9.0,,,2025-11-02 16:01:36.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,0.0,1,1,0
2025-09-03,Poor Coverage,"The customer reports that her daughter is experiencing no internet in her upstairs bedroom, implying a localized signal issue rather than a complete service outage. This is further supported by the agent suggesting a Wi-Fi extender.",Customer: 'AND SHE'S LOST A LOT OF INTERNET' and 'UPSTAIRS <PERSON> INTERNET ON THE OTHER SIDE OF THE HOUSE',9.0,,,2025-09-03 10:19:37.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,4.0,1,1,0
2025-09-21,Poor Coverage,"The customer reports that their Wi-Fi is intermittent and not connecting in every room, despite not having a big house, and disconnects when they go upstairs.",I'M GETTING VERY VERY SLOW SPEEDS AND IT'S REALLY INTERMITTENT LIKE I'M NOT GETTING A SIGNAL IT'S NOT CONNECTING IN EVERY ROOM I MEAN IT'S JUST REALLY [...] I DON'T GET DON'T THE WIFI CONNECTING ALL THE ROOMS IN THE HOUSE AND I DON'T WANT A BIG HOUSE YOU KNOW IF I GO UP STAIRS DISCONNECTS IT'S JUST REALLY REALLY,9.0,,,2025-09-21 20:11:23.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,3377,1,1,0.0,1,1,0
2025-10-20,Poor Coverage,"The customer reports that their Wi-Fi is not working on their phone and other devices only when they are at home, but works fine when connected to Wi-Fi outside their home or using mobile data. The TV, however, is working fine on the internet.",Customer: 'OBVIOUSLY IS WORKING BUT WHEN I TRIED TO CONNECT TO MY <ORDINAL> THINGS AND WHEN I GO TO HELP AND HE SAID NO CONNEXIONS AND I TRIED DIFFERENT NETWORK IN DIFFERENT PLACES AND EVERYTHING WORKS BUT MY HOME HE DOESN'T WORK HE SAID INTERNET CONNEXIONS' ... Customer: 'OTHER DEVICES MY PHONE AND THINGS LIKE THAT' ... Customer: 'BUT IT'S ON AT THE MOMENT I'M LOOKING AT MY PHONE YOU SEE AND THE PHONE THERE'S NO INTERNET CONNECTION ON WHEN I ASKED FOR A HELP FROM WHATSAPP' ... Customer: 'BECAUSE IF I GO TO SOMEBODY <PERSON>'S HOUSE IS I WENT OUTSIDE AND WHEN YOU CONNECT IT WORKS FINE CONNEXIONS AND EVERYTHING' ... Customer: 'BUT INTERNET WIFI DOESN'T CONNECT' ... Customer: 'TV IS WORKING FINE I DON'T USE INTERNET ON WHAT THE DEAL IS WORKING FINE YEAH',9.0,,,2025-10-20 19:40:06.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,1,1,6833,0,0,53.0,2,2,0
2025-09-04,Poor Coverage,"The customer is unable to connect their computer to the new broadband router despite other devices like their TV and Netflix working. The issue specifically affects the computer, suggesting a device-specific or localised connectivity problem.",Customer: 'I CAN'T GET ANYTHING THE COMPUTERS WON'T CONNECT IT THIS BRAND NEW BROADBAND CONNEXION'. Customer: 'NO IT'S NOT WORKING ANYWAY IT SAYS DURING MY PRIVATE NETWORK FRIDAY GIVEN ME THE SKY <SPELLING_TERM> <NUMBER> <SPELLING_TERM> A SUPER PASSWORDS'. Customer: 'NO HANG ON THERE IS NOT WORKING'.,9.0,,,2025-09-04 14:51:13.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,1,2,1,1984,0,1,51.0,4,4,0
2025-08-28,Poor Coverage,"The customer reports that only their iPad is not connecting to the Wi-Fi, while other devices like the TV and broadband box lights are fine. This suggests a localized issue with Wi-Fi coverage or connectivity for a specific device, rather than a general internet outage or slowdown.",Customer: 'RIGHT SO YESTERDAY EVENING WE LOST <SPELLING_TERM> BROADBAND EVERYTHING IS ON SKY FOR A WHILE WE'VE GOT IT ALL BACK I'VE GOT <NUMBER> LIGHTS ON MY BOX GREEN LIGHT IS FINE BUT ON MY IPAD THE INTERNET IS NOT WORKING ONLY IPAD SO I DON'T KNOW IF YOU OR YOUR BT WHOEVER IS' and 'BUT NOT THE IPAD IT'S JUST COMES UP NO INTERNET',9.0,,,2025-08-28 12:52:14.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,134.0,14,14,0
2025-09-10,Poor Coverage,"The customer reports losing all internet connection when inside the home, suggesting a problem with Wi-Fi signal coverage in the building.",'when I go in there I'll lose all my connection' and 'I've had to move outside because no signal crap I can't everything they are <NUMBER> in line',9.0,,,2025-09-10 10:52:54.000000 UTC,1,ESCALATE_TO_NETWORK,ESCALATE_TO_NETWORK,120,0,0,0,,0,0,1.0,10,8,0
