call_date,label,confidence,other_label,other_confidence,outcome_ts,outcome_fulfiled_flag,selected_outcome,selected_outcome_cleaned,outcome_cost,sc_call_next_7d_flag,sc_call_days_next_7d,sc_interactions_next_7d,avg_mins_per_sc_interaction_next_7d,bb_churn_next_30d,bb_churn_next_60d,bb_tenure_months,all_interactions_prev_30d,service_interactions_prev_30d,sales_interactions_prev_30d
2025-08-02,Wi-Fi Status,,,,2025-08-02 10:27:47.000000 UTC,,,INCOMPLETE,0,1,1,1,932,0,0,15.0,1,1,0
2025-08-26,Wi-Fi Status,10.0,,,2025-08-26 10:48:24.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,52.0,1,1,1
2025-09-05,Wi-Fi Status,9.0,,,2025-09-05 19:35:25.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,8.0,1,1,0
2025-11-03,Wi-Fi Status,10.0,,,2025-11-03 15:39:19.000000 UTC,,,INCOMPLETE,0,1,3,3,9067,0,0,73.0,2,2,0
2025-10-19,Wi-Fi Status,9.0,,,2025-10-19 12:03:42.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,71.0,1,1,0
2025-08-30,Wi-Fi Status,9.0,,,2025-08-30 20:04:22.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,43.0,4,3,1
2025-10-22,Wi-Fi Status,9.0,,,2025-10-22 13:52:38.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,4.0,14,1,3
2025-09-04,Wi-Fi Status,10.0,,,2025-09-04 17:53:35.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,46.0,1,1,0
2025-08-04,Wi-Fi Status,9.0,,,2025-08-04 13:33:08.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,114.0,2,1,1
2025-10-27,Wi-Fi Status,10.0,,,2025-10-27 15:27:23.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,105.0,1,1,0
2025-08-28,Wi-Fi Status,9.0,,,2025-08-28 14:10:13.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,59.0,3,2,1
2025-08-24,Wi-Fi Status,9.0,,,2025-08-24 12:29:57.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,76.0,2,2,0
2025-09-08,Wi-Fi Status,9.0,,,2025-09-08 09:30:54.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,47.0,1,1,0
2025-08-22,Wi-Fi Status,9.0,,,2025-08-22 17:06:36.000000 UTC,,,INCOMPLETE,0,1,1,0,,0,0,92.0,4,4,0
2025-09-10,Wi-Fi Status,10.0,,,2025-09-10 10:42:29.000000 UTC,,,INCOMPLETE,0,1,2,1,16110,0,0,,3,2,2
2025-08-26,Wi-Fi Status,9.0,,,2025-08-26 17:44:23.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,11.0,1,1,0
2025-09-17,Wi-Fi Status,10.0,,,2025-09-17 09:30:50.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,15.0,1,1,0
2025-09-14,Wi-Fi Status,9.0,,,2025-09-14 11:19:24.000000 UTC,,,INCOMPLETE,0,1,2,2,414,0,0,9.0,1,1,0
2025-09-05,Wi-Fi Status,9.0,,,2025-09-05 08:52:25.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,37.0,1,1,0
2025-08-31,Wi-Fi Status,9.0,,,2025-08-31 14:59:05.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,152.0,3,3,1
2025-10-29,Wi-Fi Status,9.0,,,2025-10-29 08:43:36.000000 UTC,,,INCOMPLETE,0,0,0,0,,1,1,51.0,4,3,1
2025-08-17,Wi-Fi Status,9.0,,,2025-08-17 12:28:38.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,14.0,3,3,1
2025-09-10,Wi-Fi Status,9.0,,,2025-09-10 15:20:19.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,48.0,5,3,2
2025-09-02,Wi-Fi Status,9.0,,,2025-09-02 19:35:31.000000 UTC,,,INCOMPLETE,0,1,1,1,5055,0,0,88.0,3,1,2
2025-08-29,Wi-Fi Status,9.0,,,2025-08-29 09:42:23.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,34.0,2,1,1
2025-08-06,Wi-Fi Status,10.0,,,2025-08-06 10:56:17.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,7.0,2,2,2
2025-09-05,Wi-Fi Status,9.0,,,2025-09-05 09:25:14.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,74.0,2,1,1
2025-09-05,Wi-Fi Status,9.0,,,2025-09-05 10:21:22.000000 UTC,,,INCOMPLETE,0,1,1,2,335,0,0,96.0,1,1,0
2025-09-01,Wi-Fi Status,9.0,,,2025-09-01 10:47:39.000000 UTC,,,INCOMPLETE,0,1,1,1,255,0,0,101.0,1,1,0
2025-08-21,Wi-Fi Status,9.0,,,2025-08-21 09:15:44.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,85.0,2,2,0
2025-10-24,Wi-Fi Status,10.0,,,2025-10-24 10:53:43.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,78.0,1,1,0
2025-10-20,Wi-Fi Status,9.0,,,2025-10-20 20:28:35.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,48.0,3,2,2
2025-10-31,Wi-Fi Status,10.0,,,2025-10-31 16:43:43.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,150.0,1,1,0
2025-08-01,Wi-Fi Status,10.0,,,2025-08-01 10:49:49.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,35.0,3,2,0
2025-09-05,Wi-Fi Status,9.0,,,2025-09-05 09:40:54.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,29.0,2,2,0
2025-10-23,Wi-Fi Status,9.0,,,2025-10-23 20:35:46.000000 UTC,,,INCOMPLETE,0,1,1,1,5328,0,0,4.0,1,1,0
2025-10-22,Wi-Fi Status,9.0,,,2025-10-22 13:18:06.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,42.0,1,1,0
2025-09-14,Wi-Fi Status,9.0,,,2025-09-14 08:07:23.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,94.0,1,1,0
2025-09-16,Wi-Fi Status,8.0,,,2025-09-16 10:00:34.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,100.0,1,1,0
2025-08-02,Wi-Fi Status,10.0,,,2025-08-02 08:12:57.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,8.0,1,1,0
2025-09-14,Wi-Fi Status,10.0,,,2025-09-14 13:06:42.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,202.0,1,1,0
2025-09-04,Wi-Fi Status,9.0,,,2025-09-04 11:40:42.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,63.0,2,2,0
2025-09-05,Wi-Fi Status,9.0,,,2025-09-05 17:35:15.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,3.0,1,1,0
2025-10-31,Wi-Fi Status,10.0,,,2025-10-31 20:40:35.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,89.0,1,1,0
2025-09-02,Wi-Fi Status,8.0,,,2025-09-02 18:43:57.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,23.0,1,1,0
2025-10-30,Wi-Fi Status,10.0,,,2025-10-30 08:43:25.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,3,2,1
2025-09-15,Wi-Fi Status,9.0,,,2025-09-15 14:03:18.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,75.0,4,4,0
2025-11-02,Wi-Fi Status,9.0,,,2025-11-02 11:52:44.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,29.0,1,1,0
2025-08-01,Wi-Fi Status,9.0,,,2025-08-01 15:00:19.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,80.0,1,1,0
2025-08-18,Wi-Fi Status,9.0,,,2025-08-18 08:49:20.000000 UTC,,,INCOMPLETE,0,0,0,0,,1,1,60.0,1,1,0
2025-09-09,Wi-Fi Status,10.0,,,2025-09-09 16:06:27.000000 UTC,,,INCOMPLETE,0,1,1,1,2739,0,0,31.0,3,3,1
2025-10-31,Wi-Fi Status,10.0,,,2025-10-31 20:52:03.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,206.0,2,1,1
2025-09-24,Wi-Fi Status,9.0,,,2025-09-24 09:50:19.000000 UTC,,,INCOMPLETE,0,1,1,1,1935,0,0,16.0,3,3,0
2025-10-23,Wi-Fi Status,9.0,,,2025-10-23 08:12:57.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,199.0,1,1,0
2025-08-22,Wi-Fi Status,9.0,,,2025-08-22 11:41:41.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,7.0,3,3,0
2025-10-29,Wi-Fi Status,9.0,,,2025-10-29 19:46:55.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,146.0,1,1,0
2025-09-08,Wi-Fi Status,9.0,,,2025-09-08 15:34:33.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,18.0,1,1,0
2025-09-12,Wi-Fi Status,9.0,,,2025-09-12 18:22:10.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,221.0,3,3,0
2025-09-18,Wi-Fi Status,9.0,,,2025-09-18 13:18:11.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,139.0,1,1,0
2025-09-22,Wi-Fi Status,10.0,,,2025-09-22 08:32:34.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,17.0,4,4,2
2025-08-31,Wi-Fi Status,9.0,,,2025-08-31 08:41:43.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,28.0,1,1,0
2025-09-14,Wi-Fi Status,10.0,,,2025-09-14 14:18:14.000000 UTC,,,INCOMPLETE,0,1,1,1,3835,0,0,0.0,4,3,2
2025-09-12,Wi-Fi Status,10.0,,,2025-09-12 17:29:19.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,67.0,1,1,0
2025-11-03,Wi-Fi Status,10.0,,,2025-11-03 12:44:37.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,43.0,1,1,0
2025-08-01,Wi-Fi Status,8.0,,,2025-08-01 18:04:51.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,151.0,3,3,0
2025-10-21,Wi-Fi Status,9.0,,,2025-10-21 17:26:55.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,6,5,2
2025-10-26,Wi-Fi Status,9.0,,,2025-10-26 20:28:45.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,43.0,1,1,0
2025-08-16,Wi-Fi Status,10.0,,,2025-08-16 20:34:23.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,41.0,2,2,1
2025-08-05,Wi-Fi Status,10.0,,,2025-08-05 09:09:01.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,223.0,2,2,0
2025-09-15,Wi-Fi Status,10.0,,,2025-09-15 17:03:18.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,16.0,2,2,0
2025-08-27,Wi-Fi Status,10.0,,,2025-08-27 10:39:20.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,136.0,2,1,1
2025-11-03,Wi-Fi Status,9.0,,,2025-11-03 12:34:09.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,44.0,1,1,0
2025-10-20,Wi-Fi Status,8.0,,,2025-10-20 10:47:23.000000 UTC,,,INCOMPLETE,0,1,2,2,24172,0,0,169.0,3,3,1
2025-09-05,Wi-Fi Status,10.0,,,2025-09-05 13:53:52.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,88.0,2,2,0
2025-09-26,Wi-Fi Status,9.0,,,2025-09-26 08:34:14.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,30.0,1,1,0
2025-08-02,Wi-Fi Status,10.0,,,2025-08-02 11:48:14.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,154.0,3,3,0
2025-08-02,Wi-Fi Status,10.0,,,2025-08-02 12:46:57.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,19.0,1,1,0
2025-09-11,Wi-Fi Status,10.0,,,2025-09-11 16:49:43.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,220.0,2,2,0
2025-09-01,Wi-Fi Status,9.0,,,2025-09-01 20:26:37.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,134.0,1,1,0
2025-08-29,Wi-Fi Status,10.0,,,2025-08-29 08:51:08.000000 UTC,,,INCOMPLETE,0,1,2,2,23,0,0,,1,1,0
2025-08-05,Wi-Fi Status,9.0,,,2025-08-05 14:28:22.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,,4,4,0
2025-09-29,Wi-Fi Status,9.0,,,2025-09-29 10:32:48.000000 UTC,,,INCOMPLETE,0,1,1,1,8276,0,0,29.0,2,2,1
2025-10-30,Wi-Fi Status,9.0,,,2025-10-30 10:16:51.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,2,2,1
2025-09-09,Wi-Fi Status,10.0,,,2025-09-09 10:49:21.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,16.0,1,1,0
2025-09-14,Wi-Fi Status,9.0,,,2025-09-14 12:35:00.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,79.0,1,1,0
2025-09-16,Wi-Fi Status,10.0,,,2025-09-16 16:19:47.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,,7,7,0
2025-08-23,Wi-Fi Status,10.0,,,2025-08-23 14:56:14.000000 UTC,,,INCOMPLETE,0,1,2,1,5912,0,0,31.0,5,4,1
2025-09-04,Wi-Fi Status,9.0,,,2025-09-04 12:53:53.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,33.0,1,1,0
2025-10-26,Wi-Fi Status,10.0,,,2025-10-26 15:34:20.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,134.0,1,1,0
2025-09-26,Wi-Fi Status,9.0,,,2025-09-26 11:28:30.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,6,6,1
2025-10-29,Wi-Fi Status,8.0,,,2025-10-29 11:19:56.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,166.0,1,1,0
2025-08-01,Wi-Fi Status,9.0,,,2025-08-01 15:36:55.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,137.0,1,1,0
2025-09-21,Wi-Fi Status,10.0,,,2025-09-21 11:15:06.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,117.0,1,1,0
2025-09-10,Wi-Fi Status,9.0,,,2025-09-10 17:38:02.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,97.0,4,3,0
2025-09-13,Wi-Fi Status,10.0,,,2025-09-13 18:54:03.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,2.0,3,3,0
2025-10-31,Wi-Fi Status,9.0,,,2025-10-31 17:01:45.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,34.0,3,3,0
2025-10-28,Wi-Fi Status,8.0,,,2025-10-28 16:39:19.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,83.0,2,2,1
2025-08-28,Wi-Fi Status,9.0,,,2025-08-28 13:42:06.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,65.0,2,2,0
2025-08-05,Wi-Fi Status,8.0,,,2025-08-05 09:57:39.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,131.0,3,3,1
2025-10-23,Wi-Fi Status,9.0,,,2025-10-23 10:09:43.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,58.0,1,1,0
2025-09-01,Wi-Fi Status,10.0,,,2025-09-01 16:45:57.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,172.0,2,2,0
2025-10-24,Wi-Fi Status,10.0,,,2025-10-24 09:40:49.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,6.0,3,3,0
2025-08-21,Wi-Fi Status,10.0,,,2025-08-21 08:18:32.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,152.0,1,1,0
2025-09-08,Wi-Fi Status,9.0,,,2025-09-08 20:46:30.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,120.0,1,1,0
2025-08-30,Wi-Fi Status,10.0,,,2025-08-30 11:57:00.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,0.0,4,4,2
2025-09-15,Wi-Fi Status,9.0,,,2025-09-15 11:59:11.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,56.0,1,1,0
2025-08-02,Wi-Fi Status,9.0,,,2025-08-02 20:16:33.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,32.0,1,1,0
2025-08-03,Wi-Fi Status,9.0,,,2025-08-03 12:28:37.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,53.0,1,1,0
2025-09-05,Wi-Fi Status,9.0,,,2025-09-05 15:27:48.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,85.0,3,3,1
2025-08-02,Wi-Fi Status,10.0,,,2025-08-02 09:15:35.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,104.0,1,1,0
2025-08-30,Wi-Fi Status,10.0,,,2025-08-30 15:33:20.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,21.0,2,1,1
2025-08-21,Wi-Fi Status,10.0,,,2025-08-21 09:34:47.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,52.0,10,9,0
2025-08-22,Wi-Fi Status,9.0,,,2025-08-22 17:09:48.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,152.0,2,2,0
2025-09-09,Wi-Fi Status,9.0,,,2025-09-09 18:50:34.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,22.0,1,1,0
2025-10-29,Wi-Fi Status,10.0,,,2025-10-29 17:43:53.000000 UTC,,,INCOMPLETE,0,0,0,0,,1,1,17.0,2,1,1
2025-09-08,Wi-Fi Status,9.0,,,2025-09-08 10:53:22.000000 UTC,,,INCOMPLETE,0,1,5,5,5816,1,1,0.0,5,3,0
2025-08-22,Wi-Fi Status,10.0,,,2025-08-22 11:59:51.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,72.0,1,1,0
2025-09-10,Wi-Fi Status,9.0,,,2025-09-10 18:32:26.000000 UTC,,,INCOMPLETE,0,1,1,0,,0,0,37.0,4,3,1
2025-10-27,Wi-Fi Status,9.0,,,2025-10-27 10:10:50.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,133.0,1,1,0
2025-09-13,Wi-Fi Status,9.0,,,2025-09-13 18:28:08.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,145.0,1,1,0
2025-08-01,Wi-Fi Status,9.0,,,2025-08-01 16:00:16.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,2.0,1,1,0
2025-08-22,Wi-Fi Status,10.0,,,2025-08-22 15:52:35.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,20.0,2,2,0
2025-10-26,Wi-Fi Status,9.0,,,2025-10-26 13:05:56.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,70.0,2,2,0
2025-08-05,Wi-Fi Status,10.0,,,2025-08-05 09:00:32.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,55.0,1,1,0
2025-08-26,Wi-Fi Status,10.0,,,2025-08-26 13:50:20.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,55.0,4,4,1
2025-09-03,Wi-Fi Status,9.0,,,2025-09-03 11:55:58.000000 UTC,,,INCOMPLETE,0,1,1,1,10842,1,1,66.0,12,12,1
2025-10-22,Wi-Fi Status,10.0,,,2025-10-22 08:08:23.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,37.0,2,2,0
2025-09-01,Wi-Fi Status,9.0,,,2025-09-01 12:12:56.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,36.0,1,1,0
2025-10-31,Wi-Fi Status,10.0,,,2025-10-31 17:01:27.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,85.0,4,4,0
2025-08-14,Wi-Fi Status,10.0,,,2025-08-14 13:56:29.000000 UTC,,,INCOMPLETE,0,0,0,0,,1,1,80.0,6,5,2
2025-09-16,Wi-Fi Status,9.0,,,2025-09-16 19:01:41.000000 UTC,,,INCOMPLETE,0,0,0,0,,1,1,48.0,1,1,0
2025-11-01,Wi-Fi Status,9.0,,,2025-11-01 10:21:06.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,213.0,1,1,0
2025-08-05,Wi-Fi Status,9.0,,,2025-08-05 09:03:07.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,25.0,3,3,0
2025-10-22,Wi-Fi Status,10.0,,,2025-10-22 19:04:16.000000 UTC,,,INCOMPLETE,0,1,1,1,317,0,0,115.0,1,1,0
2025-08-29,Wi-Fi Status,9.0,,,2025-08-29 14:05:17.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,204.0,1,1,0
2025-08-02,Wi-Fi Status,10.0,,,2025-08-02 11:25:09.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,149.0,1,1,0
2025-10-30,Wi-Fi Status,9.0,,,2025-10-30 16:18:21.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,211.0,2,2,0
2025-09-01,Wi-Fi Status,10.0,,,2025-09-01 18:18:39.000000 UTC,,,INCOMPLETE,0,1,3,3,1763,1,1,196.0,1,1,0
2025-09-03,Wi-Fi Status,9.0,,,2025-09-03 16:09:16.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,181.0,1,1,0
2025-10-30,Wi-Fi Status,9.0,,,2025-10-30 10:06:53.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,45.0,1,1,0
2025-10-28,Wi-Fi Status,9.0,,,2025-10-28 13:36:10.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,104.0,2,1,1
2025-10-21,Wi-Fi Status,9.0,,,2025-10-21 12:45:58.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,69.0,1,1,0
2025-10-26,Wi-Fi Status,10.0,,,2025-10-26 11:54:18.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,86.0,1,1,0
2025-08-25,Wi-Fi Status,10.0,,,2025-08-25 09:02:59.000000 UTC,,,INCOMPLETE,0,1,1,2,3085,0,0,137.0,7,7,0
2025-09-23,Wi-Fi Status,9.0,,,2025-09-23 11:37:37.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,222.0,1,1,0
2025-08-31,Wi-Fi Status,9.0,,,2025-08-31 12:01:26.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,12.0,1,1,0
2025-09-03,Wi-Fi Status,9.0,,,2025-09-03 09:36:55.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,141.0,8,6,0
2025-08-29,Wi-Fi Status,9.0,,,2025-08-29 15:49:36.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,26.0,1,1,0
2025-10-24,Wi-Fi Status,9.0,,,2025-10-24 11:00:30.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,110.0,1,1,0
2025-10-30,Wi-Fi Status,9.0,,,2025-10-30 16:31:29.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,49.0,1,1,0
2025-10-22,Wi-Fi Status,10.0,,,2025-10-22 08:50:25.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,31.0,1,1,0
2025-08-27,Wi-Fi Status,8.0,,,2025-08-27 08:56:12.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,28.0,2,2,0
2025-09-17,Wi-Fi Status,10.0,,,2025-09-17 14:18:54.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,92.0,1,1,0
2025-09-25,Wi-Fi Status,9.0,,,2025-09-25 09:21:33.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,20.0,1,1,0
2025-09-22,Wi-Fi Status,9.0,,,2025-09-22 09:44:37.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,,2,2,0
2025-08-02,Wi-Fi Status,9.0,,,2025-08-02 15:24:58.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,13.0,1,1,0
2025-08-01,Wi-Fi Status,9.0,,,2025-08-01 10:12:22.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,3.0,1,1,0
2025-09-22,Wi-Fi Status,10.0,,,2025-09-22 19:11:59.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,61.0,1,1,0
2025-10-27,Wi-Fi Status,10.0,,,2025-10-27 12:16:52.000000 UTC,,,INCOMPLETE,0,1,1,1,271,0,0,121.0,4,4,0
2025-08-02,Wi-Fi Status,10.0,,,2025-08-02 17:00:37.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,41.0,2,1,1
2025-09-15,Wi-Fi Status,8.0,,,2025-09-15 13:55:16.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,133.0,1,1,0
2025-08-26,Wi-Fi Status,9.0,,,2025-08-26 19:44:39.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,37.0,1,1,0
2025-10-26,Wi-Fi Status,9.0,,,2025-10-26 17:30:25.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,35.0,2,2,0
2025-09-02,Wi-Fi Status,10.0,,,2025-09-02 12:16:11.000000 UTC,,,INCOMPLETE,0,1,1,1,3260,0,0,1.0,1,1,1
2025-09-01,Wi-Fi Status,10.0,,,2025-09-01 10:28:14.000000 UTC,,,INCOMPLETE,0,1,2,2,9535,0,0,73.0,7,7,1
2025-08-02,Wi-Fi Status,9.0,,,2025-08-02 15:27:03.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,125.0,1,1,0
2025-10-27,Wi-Fi Status,9.0,,,2025-10-27 09:21:40.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,25.0,1,1,0
2025-09-06,Wi-Fi Status,10.0,,,2025-09-06 14:16:04.000000 UTC,,,INCOMPLETE,0,1,3,3,2716,0,0,18.0,2,2,0
2025-08-03,Wi-Fi Status,9.0,,,2025-08-03 15:51:02.000000 UTC,,,INCOMPLETE,0,1,1,1,440,0,0,53.0,1,1,0
2025-09-02,Wi-Fi Status,8.0,,,2025-09-02 18:16:46.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,13.0,3,2,0
2025-08-29,Wi-Fi Status,9.0,,,2025-08-29 14:46:00.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,44.0,1,1,0
2025-10-22,Wi-Fi Status,10.0,,,2025-10-22 14:06:13.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,43.0,2,2,1
2025-09-14,Wi-Fi Status,10.0,,,2025-09-14 11:59:34.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,14.0,1,1,0
2025-08-22,Wi-Fi Status,10.0,,,2025-08-22 11:04:36.000000 UTC,,,INCOMPLETE,0,1,2,2,15933,1,1,39.0,4,4,0
2025-10-20,Wi-Fi Status,,,,2025-10-20 18:48:16.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,109.0,2,1,0
2025-08-25,Wi-Fi Status,10.0,,,2025-08-25 18:12:08.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,12.0,1,1,0
2025-10-27,Wi-Fi Status,9.0,,,2025-10-27 16:48:34.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,9.0,1,1,0
2025-09-18,Wi-Fi Status,9.0,,,2025-09-18 09:18:14.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,81.0,1,1,0
2025-10-20,Wi-Fi Status,9.0,,,2025-10-20 14:33:50.000000 UTC,,,INCOMPLETE,0,0,0,0,,0,0,133.0,5,1,4
